rust_path	kind	rust_signature	disposition	python_path	exclusion_kind	rationale
jbotci_syntax::generated_model::walk::statement_connective_ek_connective	function	StatementConnectiveSyntax::EkConnective	subsumed	jbotci.syntax.strict.StatementConnectiveSyntaxEkConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_connective_jek_connective	function	StatementConnectiveSyntax::JekConnective	subsumed	jbotci.syntax.strict.StatementConnectiveSyntaxJekConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_connective_joik_connective	function	StatementConnectiveSyntax::JoikConnective	subsumed	jbotci.syntax.strict.StatementConnectiveSyntaxJoikConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_connective_vuhu_nonlogical_connective	function	StatementConnectiveSyntax::VuhuNonlogicalConnective	subsumed	jbotci.syntax.strict.StatementConnectiveSyntaxVuhuNonlogicalConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_i_statement_connection	function	StatementSyntax::IStatementConnection	subsumed	jbotci.syntax.strict.StatementSyntaxIStatementConnection		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_or_fragment	function	&StatementOrFragmentSyntax	subsumed	jbotci.syntax.strict.StatementOrFragmentSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_or_fragment_fragment_statement	function	StatementOrFragmentSyntax::FragmentStatement	subsumed	jbotci.syntax.strict.StatementOrFragmentSyntaxFragmentStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_or_fragment_statement	function	&StatementOrFragmentStatementSyntax	subsumed	jbotci.syntax.strict.StatementOrFragmentStatementSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_or_fragment_statement_or_fragment_statement	function	StatementOrFragmentSyntax::StatementOrFragmentStatement	subsumed	jbotci.syntax.strict.StatementOrFragmentSyntaxStatementOrFragmentStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_or_fragment_zantufa_statement_terms_statement	function	StatementOrFragmentSyntax::ZantufaStatementTermsStatement	subsumed	jbotci.syntax.strict.StatementOrFragmentSyntaxZantufaStatementTermsStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_preposed_i_statement_connection	function	StatementSyntax::PreposedIStatementConnection	subsumed	jbotci.syntax.strict.StatementSyntaxPreposedIStatementConnection		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_statement_base	function	StatementSyntax::StatementBase	subsumed	jbotci.syntax.strict.StatementSyntaxStatementBase		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sticky_tense	function	&StickyTenseSyntax	subsumed	jbotci.syntax.strict.StickyTenseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::subbridi	function	&SubbridiSyntax	subsumed	jbotci.syntax.strict.SubbridiSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::subbridi_bridi_subbridi	function	SubbridiSyntax::BridiSubbridi	subsumed	jbotci.syntax.strict.SubbridiSyntaxBridiSubbridi		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::subbridi_prenex_subbridi	function	SubbridiSyntax::PrenexSubbridi	subsumed	jbotci.syntax.strict.SubbridiSyntaxPrenexSubbridi		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti	function	&SumtiSyntax	subsumed	jbotci.syntax.strict.SumtiSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_afterthought	function	&SumtiAfterthoughtSyntax	subsumed	jbotci.syntax.strict.SumtiAfterthoughtSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_afterthought_tail	function	&SumtiAfterthoughtTailSyntax	subsumed	jbotci.syntax.strict.SumtiAfterthoughtTailSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_association_relative_clause	function	&SumtiAssociationRelativeClauseSyntax	subsumed	jbotci.syntax.strict.SumtiAssociationRelativeClauseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_atom	function	&SumtiAtomSyntax	subsumed	jbotci.syntax.strict.SumtiAtomSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_atom_quantified_sumti	function	SumtiAtomSyntax::QuantifiedSumti	subsumed	jbotci.syntax.strict.SumtiAtomSyntaxQuantifiedSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_atom_sumti_base	function	SumtiAtomSyntax::SumtiBase	subsumed	jbotci.syntax.strict.SumtiAtomSyntaxSumtiBase		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base	function	&SumtiBaseSyntax	subsumed	jbotci.syntax.strict.SumtiBaseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_bridi_description_sumti	function	SumtiBaseSyntax::BridiDescriptionSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxBridiDescriptionSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_descriptor_with_gadri_sumti	function	SumtiBaseSyntax::DescriptorWithGadriSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxDescriptorWithGadriSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_descriptor_with_outer_quantifier_sumti	function	SumtiBaseSyntax::DescriptorWithOuterQuantifierSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxDescriptorWithOuterQuantifierSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_descriptor_without_gadri_sumti	function	SumtiBaseSyntax::DescriptorWithoutGadriSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxDescriptorWithoutGadriSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_exp_descriptor_with_leading_sumti_sumti	function	SumtiBaseSyntax::ExpDescriptorWithLeadingSumtiSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxExpDescriptorWithLeadingSumtiSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_lahe_sumti	function	SumtiBaseSyntax::LaheSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxLaheSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_lahe_term_wrapper	function	SumtiBaseSyntax::LaheTermWrapper	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxLaheTermWrapper		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_lerfu_string_sumti	function	SumtiBaseSyntax::LerfuStringSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxLerfuStringSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_name_sumti	function	SumtiBaseSyntax::NameSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxNameSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_number_sumti	function	SumtiBaseSyntax::NumberSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxNumberSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_pro_sumti	function	SumtiBaseSyntax::ProSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxProSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_quoted_sumti	function	SumtiBaseSyntax::QuotedSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxQuotedSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_scalar_negated_sumti	function	SumtiBaseSyntax::ScalarNegatedSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxScalarNegatedSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_scalar_negated_sumti_with_bo	function	SumtiBaseSyntax::ScalarNegatedSumtiWithBo	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxScalarNegatedSumtiWithBo		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_scalar_negated_term_wrapper	function	SumtiBaseSyntax::ScalarNegatedTermWrapper	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxScalarNegatedTermWrapper		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_scalar_negated_term_wrapper_with_bo	function	SumtiBaseSyntax::ScalarNegatedTermWrapperWithBo	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxScalarNegatedTermWrapperWithBo		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_base_zantufa_descriptor_with_relatives_first_sumti	function	SumtiBaseSyntax::ZantufaDescriptorWithRelativesFirstSumti	subsumed	jbotci.syntax.strict.SumtiBaseSyntaxZantufaDescriptorWithRelativesFirstSumti		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_bound	function	&SumtiBoundSyntax	subsumed	jbotci.syntax.strict.SumtiBoundSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_bound_tail	function	&SumtiBoundTailSyntax	subsumed	jbotci.syntax.strict.SumtiBoundTailSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_bound_tail_bound_sumti_tail	function	SumtiBoundTailSyntax::BoundSumtiTail	subsumed	jbotci.syntax.strict.SumtiBoundTailSyntaxBoundSumtiTail		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_bound_tail_zantufa_bound_sumti_tail	function	SumtiBoundTailSyntax::ZantufaBoundSumtiTail	subsumed	jbotci.syntax.strict.SumtiBoundTailSyntaxZantufaBoundSumtiTail		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_connection_tail	function	&SumtiConnectionTailSyntax	subsumed	jbotci.syntax.strict.SumtiConnectionTailSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_connective	function	&SumtiConnectiveSyntax	subsumed	jbotci.syntax.strict.SumtiConnectiveSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::sumti_connective_ek_connective	function	SumtiConnectiveSyntax::EkConnective	subsumed	jbotci.syntax.strict.SumtiConnectiveSyntaxEkConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
